accuracy,loss,val_accuracy,val_loss,learning_rate
0.7192168831825256,0.519110918045044,0.7652243375778198,0.4168057143688202,0.0010000000474974513
0.765241265296936,0.42133042216300964,0.7916666865348816,0.3853814899921417,0.0010000000474974513
0.7758887410163879,0.4060649275779724,0.8012820482254028,0.37077775597572327,0.0010000000474974513
0.7877382636070251,0.38905709981918335,0.7908653616905212,0.36253049969673157,0.0010000000474974513
0.7894555926322937,0.3797439932823181,0.8092948794364929,0.35828930139541626,0.0010000000474974513
0.8054267764091492,0.35879191756248474,0.8044871687889099,0.3425799310207367,0.0010000000474974513
0.8086896538734436,0.35591116547584534,0.8189102411270142,0.3616359531879425,0.0010000000474974513
0.80937659740448,0.34600716829299927,0.8261218070983887,0.3401292562484741,0.0010000000474974513
0.8104069828987122,0.34502503275871277,0.8197115659713745,0.33927828073501587,0.0010000000474974513
0.8167611360549927,0.3288460075855255,0.8229166865348816,0.3586779534816742,0.0010000000474974513
0.8279237747192383,0.3234894871711731,0.8445512652397156,0.32531559467315674,0.0010000000474974513
0.8296411037445068,0.31661102175712585,0.8325320482254028,0.3337613344192505,0.0010000000474974513
0.8334192037582397,0.3168688416481018,0.8157051205635071,0.33801302313804626,0.0010000000474974513
0.8447535634040833,0.3047657907009125,0.84375,0.3086718022823334,0.0005000000237487257
0.8555727005004883,0.2869042456150055,0.8413461446762085,0.3108437955379486,0.0005000000237487257
0.854714035987854,0.2806200385093689,0.8469551205635071,0.3127399981021881,0.0005000000237487257
0.859350860118866,0.2720756232738495,0.8541666865348816,0.3044687807559967,0.0002500000118743628
0.870169997215271,0.2691431939601898,0.8557692170143127,0.30364277958869934,0.0002500000118743628
0.874806821346283,0.25851455330848694,0.8597756624221802,0.30371904373168945,0.0002500000118743628
0.8751502633094788,0.2510865330696106,0.8565705418586731,0.3078238070011139,0.0002500000118743628
0.8754937052726746,0.24929076433181763,0.8685897588729858,0.2925902009010315,0.0001250000059371814
0.8811609148979187,0.24567843973636627,0.8653846383094788,0.2947993278503418,0.0001250000059371814
0.8863129019737244,0.24218066036701202,0.8669871687889099,0.2953413724899292,0.0001250000059371814
0.8811609148979187,0.239613339304924,0.8766025900840759,0.2875806987285614,6.25000029685907e-05
0.889232337474823,0.23319368064403534,0.875,0.2829767167568207,6.25000029685907e-05
0.8821913003921509,0.23597818613052368,0.870192289352417,0.2817113697528839,6.25000029685907e-05
0.8851107954978943,0.23559868335723877,0.8774038553237915,0.283862829208374,6.25000029685907e-05
0.8873432874679565,0.23003852367401123,0.8758012652397156,0.28105810284614563,6.25000029685907e-05
0.8852825164794922,0.2314990907907486,0.875,0.2841622531414032,6.25000029685907e-05
0.8871715664863586,0.2294694185256958,0.875,0.27932554483413696,6.25000029685907e-05
