accuracy,loss,val_accuracy,val_loss,learning_rate
0.6144598722457886,0.6277769804000854,0.7387820482254028,0.4805501699447632,0.0010000000474974513
0.7250558137893677,0.4913948178291321,0.7884615659713745,0.4166198670864105,0.0010000000474974513
0.7410269379615784,0.45594048500061035,0.754807710647583,0.40067756175994873,0.0010000000474974513
0.7363901734352112,0.44621163606643677,0.7339743375778198,0.4086371064186096,0.0010000000474974513
0.7506439685821533,0.4406576454639435,0.786057710647583,0.3794991672039032,0.0010000000474974513
0.7587154507637024,0.4223671853542328,0.78125,0.38443803787231445,0.0010000000474974513
0.7530482411384583,0.4157969355583191,0.7700320482254028,0.3880271315574646,0.0010000000474974513
0.7609479427337646,0.4084363579750061,0.7636218070983887,0.39696747064590454,0.0010000000474974513
0.7873948216438293,0.38010162115097046,0.8197115659713745,0.35908570885658264,0.0005000000237487257
0.7812124490737915,0.38117071986198425,0.8052884340286255,0.36776646971702576,0.0005000000237487257
0.7906577587127686,0.37507686018943787,0.7852563858032227,0.3607960641384125,0.0005000000237487257
0.7896273136138916,0.36492952704429626,0.8325320482254028,0.34450700879096985,0.0005000000237487257
0.79615318775177,0.365447461605072,0.8221153616905212,0.33739927411079407,0.0005000000237487257
0.7966684103012085,0.36070144176483154,0.8092948794364929,0.3369370698928833,0.0005000000237487257
0.7982139587402344,0.35722947120666504,0.8269230723381042,0.3451894521713257,0.0005000000237487257
0.806972324848175,0.3587559461593628,0.8269230723381042,0.3254224359989166,0.0005000000237487257
0.8049115538597107,0.35094383358955383,0.8325320482254028,0.31816914677619934,0.0005000000237487257
0.8177915215492249,0.345844566822052,0.838942289352417,0.3249635696411133,0.0005000000237487257
0.8167611360549927,0.3298420011997223,0.8461538553237915,0.30267831683158875,0.0005000000237487257
0.8213979005813599,0.3369239568710327,0.8381410241127014,0.3229992389678955,0.0005000000237487257
0.8286106586456299,0.3305721879005432,0.8317307829856873,0.30618196725845337,0.0005000000237487257
0.827065110206604,0.33245107531547546,0.8549679517745972,0.2993997037410736,0.0005000000237487257
0.8303279876708984,0.3210027813911438,0.8405448794364929,0.29384294152259827,0.0005000000237487257
0.8353082537651062,0.31116124987602234,0.8565705418586731,0.29040077328681946,0.0005000000237487257
0.8346213102340698,0.30770349502563477,0.8501602411270142,0.2948196530342102,0.0005000000237487257
0.8401167988777161,0.3107602000236511,0.8405448794364929,0.29360145330429077,0.0005000000237487257
0.8490468859672546,0.3065084218978882,0.8589743375778198,0.2808399498462677,0.0005000000237487257
0.8490468859672546,0.2949342131614685,0.8645833134651184,0.283746600151062,0.0005000000237487257
0.8517946004867554,0.28288719058036804,0.8509615659713745,0.29364490509033203,0.0005000000237487257
0.8502489924430847,0.29084479808807373,0.8741987347602844,0.27797412872314453,0.0005000000237487257
